aX,aY,aZ,gX,gY,gZ
10.14,2.38,5.20,-0.14,-0.59,-2.65
9.61,2.00,5.12,-0.12,-0.86,-2.88
9.09,1.65,4.91,-0.12,-1.07,-3.11
8.49,1.40,4.59,-0.13,-1.23,-3.34
7.87,1.29,4.04,-0.16,-1.31,-3.53
7.19,1.29,3.47,-0.22,-1.29,-3.69
6.49,1.37,2.91,-0.31,-1.20,-3.81
5.78,1.47,2.48,-0.43,-1.03,-3.89
5.10,1.54,2.22,-0.56,-0.84,-3.93
4.49,1.58,2.04,-0.70,-0.62,-3.93
3.83,1.57,2.01,-0.82,-0.44,-3.91
3.09,1.53,1.97,-0.93,-0.32,-3.88
2.33,1.43,1.94,-1.03,-0.25,-3.84
1.60,1.31,1.96,-1.12,-0.23,-3.82
1.02,1.18,1.91,-1.22,-0.24,-3.81
0.60,1.10,1.86,-1.32,-0.26,-3.82
0.29,1.10,1.81,-1.43,-0.27,-3.86
0.02,1.17,1.69,-1.56,-0.26,-3.91
-0.23,1.28,1.68,-1.70,-0.23,-3.95
-0.46,1.36,1.57,-1.85,-0.20,-3.98
-0.59,1.33,1.36,-2.00,-0.10,-3.99
-0.83,1.14,1.24,-2.16,0.12,-4.01
-1.36,0.92,1.29,-2.31,0.42,-4.03
-2.33,0.81,1.87,-2.43,0.72,-4.04
-3.53,0.81,2.52,-2.50,0.92,-4.02
-4.67,0.78,3.35,-2.56,1.16,-3.99
-5.40,0.43,4.28,-2.58,1.45,-3.96
-5.77,-0.04,5.14,-2.60,1.86,-4.06
-6.72,-0.33,6.68,-2.46,2.28,-4.13
-8.30,-0.80,8.00,-2.12,2.52,-4.12
-10.19,-1.34,8.36,-1.68,2.75,-4.11
-13.05,-1.20,8.57,-1.33,2.86,-4.04
-15.83,-0.21,8.35,-1.09,2.80,-3.76
-17.35,1.10,8.40,-0.89,2.56,-3.27
-17.31,1.95,8.35,-0.68,2.17,-2.77
-16.95,2.32,8.15,-0.46,1.88,-2.38
-17.32,2.51,8.05,-0.22,1.80,-2.02
-18.35,2.72,8.00,0.01,1.76,-1.62
-19.48,3.09,7.87,0.20,1.61,-1.19
-20.20,3.46,7.62,0.35,1.34,-0.74
-20.24,3.59,7.20,0.46,1.03,-0.27
-19.82,3.42,6.79,0.55,0.82,0.20
-19.28,3.11,6.51,0.64,0.69,0.65
-18.74,2.80,6.24,0.72,0.58,1.07
-18.22,2.48,6.00,0.81,0.44,1.48
-17.77,2.06,5.64,0.89,0.28,1.87
-17.34,1.57,5.22,0.96,0.13,2.27
-16.72,1.06,4.88,1.02,-0.04,2.67
-15.86,0.64,4.50,1.08,-0.24,3.05
-14.85,0.27,3.98,1.13,-0.44,3.39
-13.75,0.01,3.61,1.17,-0.61,3.69
-12.62,-0.32,3.08,1.21,-0.75,3.95
-11.42,-0.79,2.39,1.22,-0.82,4.19
-10.16,-1.05,1.93,1.20,-0.83,4.37
-8.98,-1.06,1.49,1.16,-0.85,4.51
-7.86,-0.92,1.14,1.12,-0.87,4.64
-6.82,-0.80,0.91,1.08,-0.85,4.75
-5.85,-0.74,0.69,1.03,-0.80,4.83
-5.09,-0.82,0.42,0.98,-0.72,4.90
-4.44,-1.00,0.30,0.90,-0.62,4.97
-3.67,-1.11,0.34,0.81,-0.53,5.03
-2.57,-1.13,0.58,0.71,-0.46,5.04
-1.37,-1.06,0.72,0.63,-0.31,5.01
-0.42,-0.93,0.65,0.54,-0.09,4.97
0.21,-0.82,0.34,0.41,0.22,4.92
aX,aY,aZ,gX,gY,gZ
-17.79,0.23,2.05,1.18,0.38,2.11
-16.70,-0.34,1.74,1.14,0.27,2.41
-15.57,-0.81,1.15,1.10,0.12,2.74
-14.38,-1.35,0.59,1.05,-0.02,3.07
-13.07,-2.11,0.20,1.00,-0.14,3.41
-11.66,-2.98,-0.20,0.95,-0.30,3.73
-10.26,-3.77,-0.63,0.89,-0.46,4.03
-8.92,-4.37,-0.98,0.81,-0.64,4.30
-7.67,-4.71,-1.27,0.75,-0.82,4.54
-6.49,-4.74,-1.67,0.70,-1.01,4.74
-5.48,-4.48,-2.06,0.67,-1.16,4.91
-4.65,-4.01,-2.21,0.65,-1.23,5.06
-3.98,-3.69,-1.80,0.70,-1.30,5.21
-3.40,-3.75,-1.50,0.82,-1.43,5.30
-2.78,-3.74,-1.87,0.89,-1.46,5.35
-1.97,-3.57,-2.14,0.87,-1.27,5.37
-0.76,-3.59,-1.98,0.77,-0.91,5.36
0.66,-3.72,-2.07,0.55,-0.40,5.15
1.37,-3.60,-1.40,0.27,0.27,4.81
1.79,-3.25,-0.26,0.06,0.77,4.55
2.50,-2.80,0.66,-0.02,0.96,4.42
3.49,-2.28,1.37,-0.01,1.04,4.36
4.47,-1.56,2.44,0.01,1.04,4.28
5.44,-0.58,3.84,0.07,0.93,4.13
6.48,0.61,5.06,0.17,0.72,3.92
7.44,1.82,5.98,0.29,0.46,3.68
8.60,3.03,6.85,0.42,0.16,3.44
10.07,4.24,7.61,0.56,-0.18,3.15
11.63,5.36,7.91,0.72,-0.45,2.83
13.08,6.40,7.95,0.85,-0.62,2.49
14.59,7.54,7.80,0.97,-0.73,2.13
16.16,8.80,7.37,1.07,-0.80,1.75
17.59,10.01,6.74,1.15,-0.75,1.36
18.62,10.88,5.82,1.19,-0.55,0.94
19.08,11.27,5.03,1.14,-0.20,0.52
18.94,11.23,4.43,1.04,0.17,0.10
18.18,10.94,4.07,0.89,0.49,-0.31
17.17,10.39,3.75,0.74,0.70,-0.70
16.05,9.66,3.56,0.59,0.80,-1.11
14.99,8.90,3.52,0.46,0.75,-1.52
14.09,8.10,3.37,0.34,0.62,-1.93
13.10,7.27,2.99,0.21,0.49,-2.34
11.83,6.39,2.51,0.05,0.43,-2.72
10.40,5.37,2.12,-0.12,0.43,-3.04
8.82,4.24,1.82,-0.31,0.44,-3.30
7.09,3.02,1.47,-0.49,0.41,-3.52
5.25,1.76,1.47,-0.63,0.33,-3.68
3.53,0.58,1.60,-0.72,-0.03,-3.79
2.38,-0.57,0.91,-0.82,-0.44,-3.89
1.83,-1.64,0.10,-0.97,-0.74,-4.04
1.54,-2.61,-0.48,-1.09,-0.85,-4.19
1.09,-3.80,-0.48,-1.14,-0.83,-4.27
0.73,-5.39,-0.44,-1.25,-0.69,-4.54
-1.36,-5.89,-0.12,-1.37,-0.52,-4.79
-3.15,-5.66,0.39,-1.56,-0.52,-4.78
-3.98,-5.20,1.17,-1.76,-0.61,-4.73
-4.58,-4.44,2.04,-1.92,-0.70,-4.76
-5.20,-3.74,2.48,-2.04,-0.72,-4.81
-5.81,-3.35,2.73,-2.15,-0.62,-4.85
-6.66,-3.32,3.19,-2.23,-0.51,-4.88
-7.65,-3.26,4.03,-2.32,-0.47,-4.92
-8.71,-2.66,5.81,-2.27,-0.80,-5.00
-9.48,-1.57,5.70,-2.21,-1.13,-5.05
-9.73,-0.50,5.32,-2.23,-1.19,-5.02
-9.60,0.28,5.40,-2.22,-1.21,-4.91
-9.60,0.70,5.59,-2.19,-1.12,-4.75
-9.97,0.81,6.55,-2.14,-0.79,-4.58
-10.46,0.60,8.22,-1.98,-0.32,-4.44
-11.20,0.01,9.61,-1.71,0.16,-4.53
-13.75,-0.51,10.44,-1.36,0.69,-4.63
-17.22,-1.05,10.63,-1.05,1.18,-4.50
-20.59,-1.43,10.44,-0.84,1.64,-4.13
-23.14,-1.45,10.80,-0.70,1.96,-3.60
-24.65,-0.93,11.49,-0.58,2.01,-3.02
-26.05,-0.11,12.34,-0.40,1.97,-2.43
-27.38,0.39,12.99,-0.20,1.76,-1.72
-27.79,0.53,13.10,-0.01,1.39,-0.96
-27.34,0.68,12.71,0.16,0.89,-0.28
-26.25,0.65,11.70,0.33,0.38,0.38
-24.63,0.22,10.56,0.48,0.01,1.00
-22.82,-0.54,9.58,0.62,-0.26,1.56
-21.01,-1.40,8.45,0.75,-0.51,2.04
-19.15,-2.17,7.27,0.86,-0.70,2.47
-17.15,-2.82,6.30,0.97,-0.84,2.90
-15.12,-3.37,5.49,1.08,-0.94,3.30
-13.26,-3.78,4.70,1.19,-1.01,3.64
-11.59,-4.07,4.04,1.28,-1.04,3.94
-10.12,-4.29,3.48,1.37,-1.02,4.21
-8.91,-4.52,2.95,1.45,-0.94,4.45
-7.97,-4.79,2.55,1.51,-0.84,4.66
-7.18,-5.04,1.98,1.56,-0.75,4.86
-6.46,-5.29,1.58,1.61,-0.66,5.04
-5.84,-5.53,1.37,1.66,-0.59,5.21
-5.27,-5.76,1.32,1.73,-0.60,5.37
-4.47,-6.00,0.88,1.79,-0.67,5.53
-3.40,-6.05,0.37,1.82,-0.69,5.62
-2.41,-5.89,-0.20,1.82,-0.66,5.67
-1.62,-5.59,-0.80,1.77,-0.55,5.70
-1.06,-5.20,-1.43,1.67,-0.38,5.72
-0.59,-4.84,-2.13,1.49,-0.14,5.73
-0.26,-4.47,-2.52,1.25,0.14,5.74
-0.15,-4.10,-2.55,0.97,0.38,5.74
-0.11,-3.80,-2.02,0.67,0.54,5.74
0.23,-3.61,-0.90,0.40,0.54,5.72
0.98,-3.43,0.56,0.19,0.33,5.65
1.98,-3.16,2.68,0.07,-0.09,5.50
3.44,-2.88,5.07,0.12,-0.79,5.27
5.87,-2.52,6.44,0.31,-1.60,4.93
9.67,-1.98,6.38,0.55,-2.22,4.55
14.59,-0.82,5.94,0.76,-2.49,4.11
19.44,1.28,5.43,0.95,-2.49,3.65
21.99,4.13,4.39,1.13,-2.24,3.28
23.44,6.14,3.55,1.22,-1.82,3.22
26.53,6.40,2.81,1.21,-1.50,2.91
28.75,6.20,0.96,1.08,-1.04,2.11
28.46,6.24,-0.74,0.75,-0.24,1.21
27.04,6.25,-0.72,0.32,0.58,0.39
25.12,6.19,0.18,-0.04,1.12,-0.41
22.58,6.06,0.91,-0.30,1.35,-1.20
19.76,5.71,1.36,-0.53,1.41,-1.92
16.83,5.27,1.34,-0.76,1.41,-2.54
13.93,4.76,1.10,-1.03,1.46,-3.01
11.29,4.06,1.13,-1.31,1.54,-3.36
8.80,3.20,1.64,-1.52,1.55,-3.64
6.54,2.32,2.17,-1.60,1.25,-3.86
4.87,1.35,1.68,-1.65,0.85,-4.06
3.94,0.30,0.97,-1.72,0.53,-4.26
3.42,-0.58,0.11,-1.84,0.34,-4.48
3.14,-1.28,-0.74,-1.97,0.27,-4.69
2.90,-1.98,-1.52,-2.09,0.39,-4.87
2.65,-3.03,-2.06,-2.18,0.69,-5.04
2.03,-4.09,-1.80,-2.27,1.09,-5.36
0.64,-4.68,-1.34,-2.29,1.34,-5.65
-0.54,-5.28,-1.27,-2.30,1.47,-5.80
-1.27,-6.01,-1.24,-2.33,1.60,-5.93
-1.77,-6.75,-1.22,-2.37,1.83,-6.08
-2.17,-7.45,-1.23,-2.45,2.20,-6.26
-2.84,-8.05,-0.16,-2.49,2.53,-6.40
-3.69,-8.56,0.25,-2.40,2.49,-6.50
-4.60,-9.23,0.39,-2.27,2.43,-6.48
-5.38,-10.09,0.95,-2.20,2.44,-6.41
-6.71,-10.51,1.78,-2.18,2.51,-6.38
-9.08,-10.23,3.59,-2.15,2.52,-6.32
-11.90,-9.56,5.54,-2.05,2.28,-6.19
-14.05,-8.85,7.14,-1.91,1.86,-5.99
-14.72,-8.22,7.96,-1.73,1.35,-5.73
-14.27,-7.78,7.82,-1.55,0.95,-5.38
-13.97,-7.68,8.13,-1.34,0.80,-4.96
-14.79,-8.12,8.77,-1.08,0.80,-4.51
-16.67,-8.75,9.61,-0.84,0.86,-4.08
-18.84,-8.84,10.41,-0.63,0.93,-3.66
-20.22,-8.24,10.98,-0.47,0.98,-3.17
-20.63,-7.23,11.48,-0.34,1.08,-2.67
-21.04,-5.97,12.36,-0.21,1.19,-2.25
-22.04,-4.67,13.14,-0.02,1.16,-1.85
-23.23,-3.55,13.54,0.22,1.02,-1.43
-24.09,-2.80,13.13,0.45,0.87,-0.96
-24.59,-2.36,12.40,0.63,0.80,-0.46
-24.62,-2.21,11.91,0.77,0.79,0.09
-24.22,-2.40,11.65,0.91,0.72,0.66
-23.49,-2.88,11.03,1.06,0.59,1.21
-22.51,-3.46,10.23,1.20,0.39,1.75
-21.30,-4.09,9.00,1.33,0.16,2.27
-19.88,-4.73,7.66,1.43,-0.06,2.76
-18.29,-5.33,6.35,1.51,-0.25,3.21
-16.65,-5.82,5.11,1.56,-0.39,3.61
-15.02,-6.16,4.11,1.59,-0.51,3.96
-13.42,-6.36,3.10,1.61,-0.60,4.25
-11.95,-6.46,2.19,1.61,-0.66,4.50
-10.75,-6.52,1.49,1.61,-0.70,4.70
-9.92,-6.63,0.84,1.60,-0.71,4.88
-9.28,-6.77,0.28,1.57,-0.70,5.06
-8.52,-6.91,-0.10,1.52,-0.71,5.23
-7.52,-7.00,-0.50,1.46,-0.75,5.36
-6.59,-7.11,-0.76,1.42,-0.81,5.46
-5.67,-6.96,-1.30,1.35,-0.88,5.52
-4.99,-6.53,-1.63,1.27,-0.88,5.56
-4.41,-6.00,-1.97,1.17,-0.89,5.59
-3.87,-5.50,-2.37,1.05,-0.83,5.63
-3.43,-5.05,-2.43,0.91,-0.77,5.66
-3.03,-4.67,-2.71,0.75,-0.73,5.69
-2.72,-4.32,-2.71,0.57,-0.67,5.72
-2.39,-4.01,-2.76,0.37,-0.63,5.75
-1.92,-3.73,-2.94,0.14,-0.59,5.77
-1.35,-3.41,-2.99,-0.13,-0.51,5.78
-0.87,-3.02,-2.68,-0.41,-0.45,5.76
-0.50,-2.67,-2.43,-0.67,-0.42,5.73
-0.25,-2.38,-1.79,-0.93,-0.40,5.69
0.08,-2.12,-0.85,-1.18,-0.47,5.63
0.58,-1.88,0.78,-1.36,-0.67,5.58
1.24,-1.69,2.50,-1.44,-1.03,5.53
2.02,-1.64,4.52,-1.41,-1.48,5.49
2.89,-1.84,6.66,-1.21,-2.07,5.45
4.43,-2.33,8.46,-0.84,-2.85,5.39
8.01,-3.12,9.19,-0.37,-3.64,5.22
14.07,-3.60,8.97,0.15,-3.91,4.81
20.12,-2.75,9.18,0.61,-3.75,4.19
24.49,-0.68,9.72,1.06,-3.60,3.51
27.73,1.78,7.95,1.40,-3.22,2.69
29.88,3.91,6.32,1.45,-2.30,1.81
30.62,4.90,5.65,1.27,-1.11,0.94
29.64,4.91,5.75,0.97,0.04,0.17
27.73,4.39,6.59,0.73,0.83,-0.54
25.24,3.83,7.05,0.61,1.20,-1.22
22.64,3.38,7.03,0.56,1.32,-1.85
20.11,2.97,7.04,0.55,1.31,-2.42
17.77,2.51,6.87,0.58,1.17,-2.92
15.66,1.95,6.00,0.61,1.06,-3.36
13.76,1.36,4.86,0.61,1.05,-3.74
12.14,0.80,3.64,0.58,1.16,-4.04
10.74,0.29,2.45,0.54,1.35,-4.29
9.42,-0.22,1.29,0.51,1.61,-4.51
8.05,-0.69,0.45,0.51,1.88,-4.69
6.76,-1.18,-0.25,0.52,2.13,-4.83
5.72,-1.63,-0.55,0.54,2.34,-4.96
4.67,-1.94,-0.53,0.59,2.44,-5.06
3.68,-2.15,-0.66,0.64,2.47,-5.11
2.95,-2.37,-0.63,0.70,2.43,-5.11
2.39,-2.66,-1.08,0.76,2.31,-5.11
2.05,-2.95,-1.79,0.77,2.24,-5.11
1.82,-3.12,-2.22,0.75,2.17,-5.12
1.59,-3.11,-2.71,0.71,2.07,-5.12
1.28,-2.98,-3.41,0.63,2.05,-5.11
1.09,-2.91,-3.90,0.49,2.14,-5.09
0.46,-2.97,-4.18,0.34,2.32,-5.06
-0.25,-3.22,-4.18,0.16,2.54,-5.02
-0.97,-3.65,-3.65,0.02,2.69,-5.03
-1.60,-4.13,-2.85,-0.05,2.64,-5.12
-1.63,-5.41,-1.81,0.02,2.29,-5.47
-2.75,-5.41,-1.70,0.06,1.76,-6.06
-4.10,-4.69,-2.40,0.07,1.28,-6.38
-5.36,-4.65,-2.73,0.01,0.99,-6.50
-7.24,-5.58,-2.19,-0.04,0.78,-6.48
-9.38,-7.15,-1.19,-0.03,0.48,-6.37
-11.69,-8.14,0.14,-0.00,0.11,-6.21
-13.54,-8.12,1.19,0.04,-0.33,-5.96
-14.09,-7.33,0.53,0.03,-0.47,-5.66
-13.61,-6.65,-0.23,-0.09,-0.05,-5.32
-13.17,-6.65,-0.48,-0.21,0.66,-4.99
-14.58,-7.26,-0.47,-0.27,1.38,-4.70
-17.86,-7.81,0.18,-0.31,1.90,-4.39
-21.76,-7.56,1.15,-0.32,2.06,-3.97
-24.64,-6.85,2.00,-0.27,1.93,-3.39
-25.93,-5.99,2.13,-0.20,1.71,-2.75
-26.49,-5.34,1.96,-0.14,1.54,-2.14
-26.99,-4.93,1.81,-0.10,1.39,-1.57
-27.53,-4.47,1.73,-0.06,1.21,-1.02
-27.76,-3.96,1.51,-0.01,1.01,-0.47
-27.63,-3.61,1.08,0.03,0.87,0.07
-27.33,-3.52,0.64,0.05,0.76,0.62
-26.98,-3.67,0.28,0.06,0.65,1.16
-26.40,-3.95,0.01,0.06,0.53,1.72
-25.09,-4.38,-0.12,0.06,0.39,2.26
-24.23,-4.74,-1.00,0.07,0.27,2.79
-23.24,-5.29,-1.87,0.02,0.29,3.36
-22.05,-6.00,-2.07,-0.06,0.32,3.93
-20.63,-6.65,-2.15,-0.11,0.22,4.46
-19.07,-7.19,-2.48,-0.14,0.05,4.95
-17.47,-7.67,-2.90,-0.17,-0.14,5.39
-15.86,-8.07,-3.22,-0.18,-0.33,5.77
-14.25,-8.32,-3.41,-0.18,-0.56,6.07
-12.54,-8.37,-3.37,-0.14,-0.87,6.31
-10.70,-8.23,-3.37,-0.03,-1.26,6.48
-8.74,-7.90,-3.68,0.12,-1.64,6.57
-6.86,-7.40,-4.20,0.26,-1.87,6.58
-5.29,-6.96,-4.70,0.37,-1.91,6.52
-4.03,-6.58,-5.05,0.41,-1.79,6.43
-3.03,-6.18,-5.21,0.38,-1.58,6.29
-2.32,-5.81,-5.36,0.28,-1.29,6.09
-1.95,-5.52,-5.79,0.07,-0.96,5.86
-1.80,-5.20,-6.08,-0.29,-0.53,5.63
-1.97,-4.76,-5.27,-0.69,-0.01,5.45
-2.24,-4.07,-2.17,-0.87,0.09,5.34
-2.13,-3.16,-1.98,-0.81,-0.35,5.10
-2.00,-2.64,-2.74,-0.73,-0.53,4.78
-1.63,-2.71,-3.06,-0.75,-0.45,4.53
-0.60,-3.00,-3.31,-0.85,-0.31,4.35
0.40,-2.72,-3.74,-1.04,-0.06,4.17
0.88,-1.69,-3.90,-1.34,0.33,4.10
0.73,-0.27,-3.03,-1.67,0.75,4.15
0.38,1.00,-0.11,-1.91,0.85,4.27
0.69,1.58,2.94,-1.96,0.50,4.33
2.10,1.34,5.81,-1.87,0.01,4.24
5.03,0.88,7.53,-1.69,-0.39,3.94
8.98,1.02,8.13,-1.46,-0.46,3.48
12.89,2.12,8.28,-1.28,-0.21,2.95
15.67,4.18,8.76,-1.13,0.18,2.40
16.30,6.25,9.17,-1.01,0.60,1.91
16.80,7.53,10.46,-0.93,0.93,1.57
17.82,7.47,12.14,-0.78,1.12,1.15
18.28,6.49,13.24,-0.56,1.21,0.57
17.86,5.48,13.60,-0.32,1.22,-0.04
17.01,5.00,13.12,-0.09,1.18,-0.59
15.84,5.13,11.94,0.09,1.15,-1.07
14.14,5.46,10.49,0.18,1.15,-1.51
11.98,5.64,9.61,0.24,1.16,-1.86
10.03,5.50,8.88,0.30,1.08,-2.11
8.68,5.05,8.24,0.36,0.96,-2.29
7.81,4.46,7.61,0.43,0.81,-2.47
7.03,3.89,6.99,0.51,0.67,-2.69
aX,aY,aZ,gX,gY,gZ
-25.53,-4.30,1.43,0.38,-0.28,1.27
-24.47,-4.54,1.17,0.40,-0.35,1.74
-23.39,-4.79,0.92,0.42,-0.39,2.17
-22.34,-4.97,0.73,0.43,-0.43,2.56
-21.21,-5.16,0.51,0.45,-0.46,2.93
-20.03,-5.46,0.21,0.46,-0.45,3.28
-18.92,-5.92,-0.02,0.47,-0.41,3.61
-17.95,-6.51,-0.21,0.47,-0.35,3.92
-16.94,-7.14,-0.26,0.47,-0.35,4.22
-15.76,-7.67,-0.38,0.47,-0.41,4.49
-14.59,-8.05,-0.58,0.48,-0.51,4.71
-13.58,-8.37,-1.15,0.48,-0.56,4.93
-12.68,-8.75,-1.70,0.47,-0.51,5.16
-11.82,-9.38,-1.97,0.49,-0.48,5.40
-10.83,-10.16,-2.59,0.53,-0.55,5.64
-9.55,-10.75,-3.42,0.54,-0.54,5.80
-8.36,-10.95,-4.00,0.50,-0.45,5.89
-7.33,-10.60,-4.30,0.43,-0.37,5.96
-6.52,-9.77,-4.48,0.33,-0.28,6.00
-5.87,-8.85,-4.45,0.19,-0.14,6.03
-5.38,-8.17,-4.12,0.03,-0.00,6.04
-5.02,-7.78,-3.90,-0.14,0.10,6.05
-4.65,-7.48,-3.48,-0.33,0.13,6.05
-4.14,-7.13,-2.85,-0.52,0.08,6.03
-3.46,-6.59,-1.91,-0.66,-0.09,5.97
-2.65,-5.86,-1.03,-0.76,-0.35,5.86
-1.76,-5.03,-0.42,-0.83,-0.58,5.74
-0.78,-4.15,-0.37,-0.89,-0.72,5.60
0.14,-3.27,-0.66,-1.00,-0.62,5.45
0.49,-2.40,-0.23,-1.11,-0.41,5.34
0.60,-1.68,0.78,-1.19,-0.29,5.26
1.13,-1.27,2.32,-1.21,-0.33,5.18
2.57,-1.10,3.96,-1.17,-0.52,4.99
4.53,-0.85,5.71,-1.05,-0.80,4.70
6.87,-0.40,7.42,-0.85,-1.12,4.35
9.23,0.29,8.49,-0.60,-1.32,3.96
11.20,1.04,8.94,-0.35,-1.33,3.58
13.21,1.65,9.07,-0.10,-1.18,3.16
15.40,2.35,9.02,0.11,-0.94,2.65
17.50,3.22,9.14,0.31,-0.65,2.04
18.86,4.20,9.34,0.49,-0.36,1.36
19.09,5.05,9.60,0.64,-0.12,0.68
18.57,5.55,9.50,0.77,0.08,0.01
17.61,5.77,8.89,0.85,0.21,-0.63
16.36,5.84,7.84,0.87,0.31,-1.25
14.88,5.92,6.87,0.86,0.35,-1.84
13.26,6.14,5.93,0.84,0.25,-2.39
11.57,6.54,4.90,0.79,0.06,-2.90
9.74,7.06,3.86,0.71,-0.17,-3.33
7.89,7.59,2.99,0.58,-0.39,-3.66
6.29,7.88,2.72,0.42,-0.60,-3.85
4.98,7.27,2.72,0.46,-0.96,-4.04
3.89,6.47,1.90,0.36,-1.37,-4.24
3.00,5.99,1.52,0.19,-1.64,-4.42
2.28,5.89,1.29,0.02,-1.92,-4.53
1.82,5.71,0.77,-0.18,-2.09,-4.56
1.73,5.26,0.44,-0.42,-2.07,-4.51
1.94,4.51,-0.05,-0.71,-1.87,-4.47
2.10,3.53,-0.37,-1.05,-1.39,-4.51
1.60,2.48,-0.37,-1.39,-0.75,-4.63
0.54,1.38,-0.19,-1.66,-0.02,-4.76
-0.74,0.28,0.11,-1.84,0.63,-4.87
-1.83,-1.36,0.36,-1.89,1.14,-4.97
-2.09,-3.13,-0.09,-1.89,1.51,-5.33
-3.89,-3.96,0.00,-1.79,1.95,-5.77
-6.02,-4.55,-0.28,-1.65,2.32,-5.87
-7.96,-5.26,-0.63,-1.54,2.83,-5.73
-9.43,-6.14,0.14,-1.42,3.28,-5.47
-10.88,-6.61,0.93,-1.24,3.49,-5.38
-13.32,-6.36,1.69,-0.94,3.34,-5.31
-15.94,-5.54,1.82,-0.54,2.85,-5.08
-17.50,-4.66,1.70,-0.09,2.20,-4.64
-17.56,-3.89,1.16,0.29,1.54,-4.10
-17.36,-2.87,0.04,0.45,1.18,-3.63
-17.97,-1.70,-0.64,0.40,1.21,-3.16
-19.22,-0.74,-0.24,0.27,1.29,-2.65
-20.77,-0.02,0.35,0.21,1.10,-2.12
-21.72,0.58,0.58,0.21,0.68,-1.58
-22.05,1.31,0.43,0.22,0.21,-1.07
-22.01,2.32,0.16,0.18,-0.13,-0.56
-21.72,3.39,0.30,0.11,-0.31,-0.06
-21.44,4.23,0.55,0.07,-0.39,0.41
-21.23,4.68,0.64,0.02,-0.37,0.86
-21.09,4.82,0.97,-0.04,-0.29,1.27
-21.03,4.74,1.47,-0.06,-0.24,1.65
-20.67,4.59,1.97,-0.04,-0.26,2.03
-19.98,4.36,2.17,0.04,-0.35,2.39
-19.00,3.99,1.92,0.13,-0.42,2.74
-18.05,3.38,1.79,0.21,-0.48,3.09
-16.82,2.67,1.22,0.25,-0.57,3.42
-15.61,2.05,0.98,0.27,-0.62,3.69
-14.34,1.39,0.57,0.29,-0.74,3.96
-12.98,0.73,0.04,0.29,-0.86,4.19
-11.55,0.09,-0.37,0.27,-1.00,4.40
-10.13,-0.52,-0.83,0.25,-1.13,4.56
-8.91,-1.07,-1.40,0.21,-1.21,4.69
-7.98,-1.58,-1.89,0.13,-1.15,4.82
-7.17,-2.10,-1.88,-0.01,-1.01,4.95
-6.37,-2.59,-1.58,-0.16,-0.89,5.05
-5.55,-3.01,-1.28,-0.27,-0.83,5.12
-4.66,-3.37,-1.35,-0.37,-0.78,5.17
-3.72,-3.70,-1.37,-0.48,-0.70,5.18
-2.68,-3.93,-1.24,-0.61,-0.60,5.16
-1.61,-3.98,-1.00,-0.74,-0.48,5.11
-0.57,-3.81,-0.16,-0.86,-0.40,5.00
0.35,-3.30,1.45,-0.90,-0.52,4.83
1.00,-2.42,2.47,-0.83,-0.87,4.61
1.56,-1.39,2.49,-0.69,-1.17,4.37
2.57,-0.46,2.61,-0.54,-1.30,4.09
4.38,0.44,3.54,-0.38,-1.39,3.73
6.81,1.72,4.42,-0.20,-1.52,3.26
8.63,3.23,4.56,-0.08,-1.49,2.84
11.24,5.11,5.06,0.03,-1.38,2.38
13.56,7.14,4.75,0.08,-1.08,1.91
15.37,8.99,4.96,0.05,-0.48,1.44
16.64,10.30,6.36,-0.00,0.05,0.96
17.46,11.11,8.02,0.03,0.28,0.47
17.76,11.57,9.11,0.15,0.21,-0.05
17.56,11.80,9.26,0.31,-0.06,-0.55
16.97,11.83,8.60,0.44,-0.33,-1.00
16.00,11.66,7.67,0.52,-0.50,-1.40
14.69,11.25,6.86,0.54,-0.59,-1.73
13.24,10.59,6.17,0.52,-0.63,-1.99
11.68,9.73,5.49,0.46,-0.64,-2.21
10.10,8.91,4.79,0.38,-0.68,-2.41
8.71,7.91,3.58,0.23,-0.60,-2.54
7.50,6.49,4.01,0.14,-0.62,-2.87
5.17,6.11,3.21,0.11,-0.96,-3.17
3.70,6.02,0.93,-0.10,-1.07,-3.14
3.52,5.48,-0.12,-0.46,-0.78,-3.02
3.73,4.42,-0.05,-0.79,-0.30,-3.05
3.17,3.08,-0.19,-1.02,0.20,-3.24
1.82,1.70,-0.45,-1.24,0.69,-3.48
0.50,0.47,-0.59,-1.45,1.14,-3.68
0.13,-1.44,0.00,-1.55,1.45,-3.96
-0.73,-2.64,0.44,-1.50,1.49,-4.55
-1.91,-2.75,0.14,-1.44,1.39,-4.97
-2.61,-2.78,-0.30,-1.41,1.43,-5.12
-3.21,-3.11,-1.02,-1.39,1.69,-5.19
-3.99,-3.66,-1.61,-1.42,2.14,-5.22
-4.62,-4.15,-1.73,-1.42,2.54,-5.23
-5.04,-4.44,-1.89,-1.38,2.87,-5.25
-5.70,-4.55,-1.73,-1.28,3.13,-5.28
-6.97,-4.76,-1.12,-1.14,3.26,-5.28
-8.89,-5.09,-0.03,-0.96,3.11,-5.21
-11.43,-5.25,0.75,-0.75,2.66,-5.12
-14.44,-5.19,1.16,-0.54,2.10,-4.97
-16.48,-4.77,0.81,-0.39,1.58,-4.63
-17.16,-4.21,-0.42,-0.37,1.46,-4.21
-17.63,-3.96,-1.08,-0.44,1.70,-3.75
