aX,aY,aZ,gX,gY,gZ
-0.45,1.17,5.06,-1.93,0.49,5.49
1.41,0.27,6.11,-1.88,0.17,5.66
4.26,-0.86,6.77,-1.84,-0.20,5.59
7.81,-1.94,7.55,-1.80,-0.63,5.23
11.77,-2.95,8.94,-1.61,-1.01,4.53
14.56,-3.33,9.81,-1.11,-1.11,3.63
16.08,-3.14,9.84,-0.51,-1.05,2.73
16.91,-2.64,9.45,0.03,-0.94,1.86
16.84,-1.91,8.91,0.50,-0.81,0.99
15.91,-1.19,8.11,0.87,-0.69,0.14
14.55,-0.60,7.18,1.12,-0.63,-0.64
13.09,-0.05,6.20,1.27,-0.65,-1.35
11.67,0.48,5.17,1.34,-0.72,-1.98
10.33,1.00,4.21,1.35,-0.79,-2.53
8.92,1.52,3.45,1.33,-0.82,-2.99
7.39,2.12,2.75,1.27,-0.87,-3.35
5.83,2.81,2.18,1.14,-0.92,-3.61
4.36,3.54,1.78,0.98,-0.96,-3.78
3.03,4.25,1.49,0.79,-0.98,-3.87
1.85,4.92,1.18,0.60,-0.96,-3.90
0.78,5.57,0.79,0.45,-0.87,-3.87
-0.09,6.22,0.42,0.33,-0.72,-3.82
-1.17,6.94,0.20,0.26,-0.48,-3.75
-2.68,7.72,0.01,0.26,-0.17,-3.62
-4.39,8.46,-0.03,0.27,0.16,-3.42
-6.24,9.20,-0.00,0.26,0.47,-3.14
-8.17,9.99,-0.02,0.21,0.75,-2.77
-9.97,10.76,-0.30,0.11,1.01,-2.28
-11.38,11.45,-0.74,-0.05,1.22,-1.65
-12.23,12.03,-0.94,-0.28,1.40,-0.89
-11.95,12.14,-0.93,-0.55,1.57,-0.05
-10.61,11.66,-0.68,-0.81,1.76,0.74
-8.99,10.88,-0.36,-1.03,2.03,1.40
-7.57,10.02,-0.04,-1.23,2.34,1.93
-6.35,9.14,0.40,-1.42,2.66,2.37
-5.29,8.23,0.97,-1.58,2.96,2.71
-4.40,7.34,1.80,-1.73,3.22,2.99
-3.66,6.50,3.22,-1.87,3.34,3.21
-2.81,5.61,5.21,-2.02,3.25,3.42
-1.74,4.70,7.22,-2.12,2.97,3.67
0.03,3.63,8.68,-2.17,2.62,3.89
2.52,2.62,9.96,-2.17,2.21,4.00
6.03,1.45,11.11,-2.18,1.66,3.92
9.85,0.29,12.38,-2.15,1.01,3.49
12.66,-0.45,14.25,-1.86,0.50,2.70
14.09,-0.67,15.18,-1.25,0.28,1.81
14.72,-0.50,15.16,-0.61,0.20,0.96
14.64,0.14,14.74,-0.06,0.18,0.12
13.63,0.96,14.08,0.41,0.13,-0.70
11.97,1.58,13.21,0.78,-0.00,-1.43
10.22,1.93,12.22,1.07,-0.23,-2.09
8.11,2.38,11.06,1.28,-0.52,-2.65
5.94,2.90,9.69,1.40,-0.87,-3.07
3.98,3.46,8.20,1.43,-1.23,-3.36
2.26,4.09,6.74,1.38,-1.56,-3.55
0.74,4.75,5.69,1.27,-1.84,-3.65
-0.70,5.38,5.06,1.15,-2.03,-3.68
-2.19,5.99,4.77,1.09,-2.11,-3.64
-3.46,6.51,4.29,1.10,-2.07,-3.51
-4.20,6.97,3.36,1.10,-1.94,-3.31
-4.56,7.45,2.47,1.10,-1.71,-3.08
-5.03,7.98,1.74,1.18,-1.30,-2.84
-6.00,8.69,1.13,1.35,-0.72,-2.54
-7.23,9.62,0.61,1.49,-0.09,-2.15
-8.34,10.69,0.08,1.51,0.40,-1.66
-8.96,11.54,-0.45,1.37,0.68,-1.11
-9.02,11.97,-0.97,1.12,0.81,-0.55
-8.70,12.01,-1.41,0.81,0.88,0.01
-8.15,11.73,-1.53,0.47,0.96,0.56
-7.37,11.23,-1.36,0.15,1.08,1.08
-6.41,10.62,-0.99,-0.16,1.25,1.53
-5.37,9.98,-0.50,-0.46,1.44,1.93
-4.33,9.31,0.16,-0.75,1.61,2.25
-3.34,8.64,1.04,-1.03,1.72,2.52
-2.39,8.00,2.30,-1.29,1.72,2.74
-1.36,7.36,3.68,-1.54,1.53,2.92
-0.17,6.77,5.03,-1.78,1.17,3.05
1.35,6.16,6.06,-1.96,0.70,3.12
3.20,5.54,6.79,-2.06,0.20,3.08
5.04,4.90,7.41,-2.04,-0.24,2.92
6.54,4.42,8.04,-1.88,-0.55,2.64
7.83,4.14,8.69,-1.64,-0.77,2.28
9.13,3.95,9.10,-1.35,-0.91,1.86
9.98,3.90,9.19,-1.05,-0.96,1.34
10.03,4.06,9.02,-0.75,-0.98,0.78
aX,aY,aZ,gX,gY,gZ
10.81,1.46,6.43,-0.53,-0.34,2.32
10.97,1.87,6.27,-0.22,-0.05,1.84
10.95,2.39,6.06,0.02,0.25,1.34
10.61,2.81,5.80,0.21,0.49,0.87
9.92,3.12,5.60,0.34,0.66,0.44
8.98,3.55,5.35,0.41,0.75,0.07
8.09,4.05,5.10,0.42,0.74,-0.22
7.47,4.48,4.88,0.39,0.67,-0.44
7.02,4.85,4.71,0.33,0.58,-0.62
6.58,5.18,4.56,0.27,0.49,-0.75
6.56,5.43,4.40,0.18,0.39,-0.85
6.58,5.71,4.40,0.10,0.30,-0.95
6.57,6.00,4.66,0.02,0.22,-1.01
6.54,6.19,5.39,-0.06,0.10,-1.05
6.48,6.29,6.29,-0.10,-0.05,-1.11
6.34,6.50,6.94,-0.11,-0.22,-1.15
6.33,6.79,7.18,-0.11,-0.39,-1.13
6.55,7.05,7.20,-0.10,-0.53,-1.07
7.00,7.18,7.15,-0.08,-0.66,-1.04
7.58,7.13,7.08,-0.06,-0.74,-1.05
8.08,6.96,7.07,0.00,-0.74,-1.11
8.43,6.76,7.02,0.12,-0.63,-1.21
8.54,6.63,6.91,0.28,-0.42,-1.33
8.41,6.68,6.85,0.48,-0.18,-1.46
8.22,6.95,6.80,0.68,0.06,-1.57
8.15,7.28,6.69,0.86,0.27,-1.66
8.06,7.55,6.53,1.01,0.42,-1.76
7.76,7.73,6.21,1.13,0.51,-1.88
7.18,7.85,5.72,1.23,0.59,-2.01
6.41,7.94,5.22,1.27,0.59,-2.15
5.63,8.00,4.63,1.25,0.53,-2.26
4.90,7.97,4.14,1.17,0.46,-2.36
4.23,7.83,3.79,1.07,0.40,-2.43
3.61,7.52,3.38,0.98,0.39,-2.47
3.05,7.10,2.86,0.88,0.47,-2.49
2.43,6.54,2.54,0.80,0.61,-2.51
1.77,5.76,2.65,0.81,0.84,-2.55
1.04,4.89,2.74,0.95,1.14,-2.66
0.06,4.22,2.56,1.11,1.41,-2.79
-0.83,3.70,2.27,1.20,1.60,-2.88
-1.47,3.26,2.05,1.26,1.68,-2.98
-1.90,2.81,1.75,1.33,1.65,-3.09
-2.40,2.35,1.33,1.41,1.57,-3.22
-3.00,1.90,1.05,1.51,1.51,-3.33
-3.66,1.46,0.73,1.62,1.49,-3.42
-4.20,1.04,0.34,1.70,1.47,-3.51
-4.54,0.61,0.02,1.74,1.42,-3.60
-4.87,0.37,-0.38,1.73,1.32,-3.71
-5.27,0.34,-0.65,1.68,1.17,-3.80
-5.79,0.37,-0.85,1.62,1.02,-3.85
-6.45,0.31,-1.08,1.57,0.91,-3.85
-7.32,0.28,-1.24,1.52,0.83,-3.83
-8.72,0.52,-1.46,1.41,0.70,-3.75
-10.60,1.16,-1.55,1.24,0.52,-3.57
-12.50,2.19,-1.52,1.02,0.31,-3.28
-14.01,3.47,-1.75,0.80,0.13,-2.88
-14.78,4.72,-2.21,0.64,0.03,-2.39
-14.59,5.61,-2.53,0.56,0.09,-1.86
-13.80,6.12,-2.62,0.58,0.27,-1.35
-13.19,6.49,-2.64,0.60,0.48,-0.85
-13.27,6.95,-2.64,0.57,0.62,-0.36
-13.61,7.47,-2.49,0.49,0.69,0.13
-13.68,7.86,-2.45,0.37,0.66,0.57
-13.31,7.97,-2.44,0.24,0.55,0.88
-12.77,8.16,-2.49,0.13,0.43,1.03
-12.31,8.43,-2.52,0.05,0.35,1.10
-12.14,8.67,-2.36,0.01,0.31,1.14
-12.38,8.88,-2.22,-0.02,0.29,1.19
-12.79,9.00,-2.11,-0.04,0.26,1.29
-13.10,8.96,-2.11,-0.07,0.21,1.44
-13.18,8.79,-2.23,-0.11,0.15,1.61
-13.02,8.54,-2.39,-0.14,0.12,1.79
-12.74,8.28,-2.55,-0.15,0.11,1.98
-12.44,8.08,-2.80,-0.16,0.14,2.17
-12.07,7.94,-2.98,-0.19,0.16,2.36
-11.68,7.86,-3.13,-0.23,0.18,2.54
-11.16,7.76,-3.23,-0.28,0.18,2.72
-10.38,7.54,-3.37,-0.35,0.13,2.88
-9.42,7.18,-3.51,-0.42,0.11,3.01
-8.66,6.85,-3.64,-0.48,0.12,3.11
-8.23,6.60,-3.79,-0.51,0.19,3.22
-7.94,6.39,-3.93,-0.55,0.27,3.34
-7.52,6.11,-4.08,-0.60,0.33,3.45
-7.02,5.68,-4.17,-0.65,0.40,3.54
-6.52,5.20,-4.20,-0.70,0.49,3.59
-5.94,4.73,-4.30,-0.75,0.56,3.64
-5.25,4.22,-4.37,-0.83,0.62,3.68
-4.54,3.74,-4.40,-0.88,0.72,3.71
-3.96,3.39,-4.59,-0.92,0.86,3.71
-3.62,3.14,-4.71,-1.00,1.01,3.68
-3.40,2.90,-4.76,-1.12,1.14,3.63
-3.25,2.64,-4.66,-1.30,1.21,3.54
-3.21,2.37,-4.22,-1.53,1.18,3.43
-3.16,2.16,-3.51,-1.82,1.05,3.33
-2.92,2.02,-2.51,-2.17,0.80,3.29
-2.43,1.89,-1.20,-2.55,0.48,3.30
-1.76,1.67,0.36,-2.88,0.09,3.36
-0.93,1.30,2.08,-3.09,-0.32,3.38
-0.17,0.94,3.50,-3.12,-0.74,3.30
-0.15,1.09,4.48,-3.09,-1.25,3.26
-0.86,1.59,5.39,-3.00,-1.77,3.73
-0.06,1.35,5.86,-2.72,-2.07,4.30
1.41,1.17,5.56,-2.48,-2.35,4.78
3.66,0.65,5.23,-2.38,-2.61,5.16
6.97,-0.22,5.20,-2.32,-2.81,5.33
10.82,-1.26,5.13,-2.19,-2.77,5.18
13.81,-2.07,5.54,-1.83,-2.34,4.78
15.20,-2.33,6.03,-1.20,-1.55,4.26
15.41,-2.02,6.01,-0.55,-0.68,3.80
15.28,-1.51,6.09,-0.13,-0.03,3.41
15.14,-1.12,6.37,0.10,0.32,3.07
15.04,-1.02,6.70,0.20,0.46,2.75
15.01,-1.13,6.88,0.25,0.43,2.45
15.27,-1.38,6.78,0.26,0.31,2.15
15.67,-1.64,6.53,0.24,0.16,1.84
15.78,-1.78,6.18,0.23,0.01,1.48
15.63,-1.82,5.69,0.20,-0.14,1.12
15.53,-1.85,5.20,0.14,-0.31,0.76
15.64,-1.92,4.73,0.06,-0.45,0.38
15.76,-1.99,4.34,0.01,-0.51,-0.03
15.58,-1.95,3.99,-0.02,-0.49,-0.46
14.89,-1.70,3.75,-0.08,-0.48,-0.87
14.08,-1.55,3.87,-0.13,-0.49,-1.24
13.34,-1.46,4.04,-0.16,-0.56,-1.59
12.60,-1.37,4.26,-0.17,-0.66,-1.92
11.88,-1.25,4.28,-0.16,-0.77,-2.23
11.24,-1.09,4.13,-0.14,-0.87,-2.51
10.64,-0.90,3.91,-0.13,-0.97,-2.77
10.09,-0.69,3.57,-0.13,-1.05,-3.01
9.52,-0.47,3.21,-0.13,-1.08,-3.25
8.89,-0.22,2.77,-0.12,-1.07,-3.48
8.22,-0.01,2.41,-0.10,-1.01,-3.69
7.55,0.25,2.10,-0.09,-0.93,-3.91
6.85,0.62,1.87,-0.09,-0.83,-4.10
6.14,1.01,1.55,-0.09,-0.70,-4.26
5.37,1.35,1.27,-0.12,-0.59,-4.41
4.48,1.71,1.03,-0.14,-0.51,-4.52
3.64,2.07,0.89,-0.09,-0.37,-4.56
3.09,2.25,0.74,0.06,-0.12,-4.55
2.74,2.32,0.37,0.25,0.18,-4.53
2.27,2.39,0.15,0.41,0.46,-4.55
1.44,2.59,-0.01,0.53,0.64,-4.58
0.31,2.97,-0.05,0.60,0.72,-4.60
-0.87,3.49,-0.01,0.62,0.68,-4.58
-1.90,4.09,0.04,0.60,0.60,-4.54
-2.66,4.62,0.18,0.57,0.55,-4.49
-3.28,5.01,0.25,0.55,0.49,-4.42
-4.02,5.32,0.38,0.53,0.34,-4.33
-4.91,5.71,0.09,0.49,0.09,-4.20
-5.85,6.30,-0.27,0.43,-0.12,-4.02
-6.73,7.09,-0.54,0.39,-0.23,-3.81
-7.50,7.98,-0.64,0.36,-0.22,-3.59
-7.98,8.77,-0.72,0.32,-0.17,-3.37
-8.12,9.35,-0.83,0.26,-0.07,-3.18
-8.16,9.86,-0.86,0.23,0.11,-3.02
-8.46,10.43,-0.86,0.21,0.28,-2.83
-8.93,11.01,-0.94,0.20,0.39,-2.59
-9.20,11.56,-1.10,0.17,0.41,-2.29
-9.05,11.93,-1.24,0.13,0.38,-1.98
-8.86,12.28,-1.28,0.11,0.37,-1.73
-8.90,12.69,-1.26,0.11,0.39,-1.49
-8.96,12.97,-1.22,0.11,0.41,-1.23
-8.96,13.14,-1.19,0.09,0.39,-0.98
-9.09,13.28,-1.17,0.05,0.35,-0.75
-9.40,13.40,-1.17,-0.00,0.30,-0.53
-9.68,13.37,-1.22,-0.06,0.24,-0.31
-9.74,13.16,-1.30,-0.11,0.16,-0.09
-9.71,12.90,-1.30,-0.15,0.09,0.14
-9.67,12.72,-1.19,-0.18,0.05,0.38
-9.70,12.57,-1.07,-0.19,0.02,0.65
-9.77,12.37,-0.94,-0.21,-0.02,0.91
-9.79,12.11,-0.79,-0.24,-0.08,1.16
-9.70,11.79,-0.67,-0.27,-0.16,1.40
-9.57,11.40,-0.55,-0.30,-0.26,1.62
-9.43,10.98,-0.48,-0.31,-0.35,1.85
-9.27,10.55,-0.41,-0.31,-0.40,2.08
-8.96,10.11,-0.35,-0.29,-0.43,2.31
-8.53,9.66,-0.28,-0.26,-0.44,2.52
-7.98,9.21,-0.26,-0.22,-0.43,2.72
-7.37,8.79,-0.25,-0.19,-0.40,2.88
-6.73,8.43,-0.34,-0.15,-0.36,3.03
-6.11,8.11,-0.44,-0.13,-0.28,3.15
-5.55,7.75,-0.45,-0.11,-0.17,3.27
-5.05,7.37,-0.39,-0.10,-0.08,3.39
-4.58,7.02,-0.28,-0.10,0.01,3.52
-4.07,6.69,-0.13,-0.12,0.08,3.65
-3.51,6.35,-0.01,-0.15,0.13,3.78
-2.93,5.93,0.07,-0.18,0.17,3.90
-2.39,5.42,0.09,-0.22,0.19,4.02
-1.82,4.89,0.08,-0.27,0.22,4.11
-1.24,4.40,0.09,-0.32,0.24,4.19
-0.57,3.91,-0.01,-0.37,0.32,4.24
-0.05,3.52,-0.12,-0.42,0.44,4.28
0.37,3.11,-0.12,-0.48,0.62,4.33
0.72,2.67,-0.05,-0.53,0.81,4.39
1.11,2.22,0.11,-0.62,0.95,4.45
1.59,1.72,0.47,-0.73,1.04,4.52
2.13,1.22,0.93,-0.86,1.07,4.59
2.73,0.68,1.39,-0.99,1.06,4.64
3.39,0.06,1.67,-1.10,1.06,4.66
aX,aY,aZ,gX,gY,gZ
-10.64,10.52,0.34,-0.11,0.09,0.39
-10.64,10.33,0.35,-0.12,0.10,0.53
-10.82,10.11,0.39,-0.10,0.13,0.68
-11.12,9.90,0.40,-0.06,0.19,0.85
-11.43,9.71,0.35,-0.02,0.25,1.03
-11.59,9.56,0.28,0.01,0.29,1.23
-11.68,9.43,0.15,0.03,0.29,1.43
-11.76,9.29,0.01,0.04,0.29,1.64
-11.79,9.16,-0.07,0.03,0.27,1.86
-11.78,8.99,-0.12,0.02,0.24,2.09
-11.72,8.79,-0.22,-0.01,0.22,2.32
-11.38,8.64,-0.39,-0.05,0.17,2.54
-10.76,8.51,-0.51,-0.11,0.10,2.75
-10.21,8.30,-0.55,-0.16,0.06,2.93
-9.83,7.98,-0.51,-0.19,0.04,3.09
-9.45,7.63,-0.51,-0.21,0.01,3.24
-8.84,7.32,-0.58,-0.26,-0.05,3.39
-7.99,7.00,-0.65,-0.30,-0.14,3.53
-7.01,6.68,-0.76,-0.35,-0.24,3.64
-6.15,6.41,-0.72,-0.39,-0.31,3.71
-5.58,6.06,-0.62,-0.39,-0.33,3.77
-5.25,5.61,-0.56,-0.38,-0.31,3.83
-4.96,5.12,-0.65,-0.41,-0.30,3.91
-4.61,4.60,-0.62,-0.47,-0.30,4.02
-4.22,4.04,-0.53,-0.52,-0.27,4.16
-3.79,3.48,-0.59,-0.57,-0.21,4.30
-3.25,2.85,-0.69,-0.63,-0.16,4.45
-2.62,2.22,-0.79,-0.71,-0.07,4.58
-1.98,1.60,-0.79,-0.79,0.03,4.68
-1.41,0.96,-0.75,-0.87,0.19,4.75
-1.00,0.37,-0.62,-0.93,0.39,4.79
-0.75,-0.23,-0.35,-1.00,0.58,4.82
-0.59,-0.82,0.10,-1.08,0.74,4.85
-0.30,-1.35,0.71,-1.19,0.81,4.91
0.33,-1.82,1.28,-1.31,0.84,4.98
1.29,-2.20,1.93,-1.41,0.88,5.02
2.44,-2.50,2.73,-1.46,0.88,4.98
3.73,-2.76,3.36,-1.51,0.86,4.86
5.11,-3.05,3.79,-1.55,0.83,4.66
6.68,-3.31,4.19,-1.60,0.81,4.42
8.57,-3.58,5.17,-1.59,0.79,4.14
10.92,-4.00,6.66,-1.43,0.79,3.77
13.23,-4.26,8.17,-1.13,0.82,3.28
14.90,-4.16,9.37,-0.72,0.91,2.79
16.14,-3.85,10.10,-0.34,0.98,2.35
17.65,-3.63,10.59,-0.05,0.98,1.87
18.93,-3.34,11.02,0.17,0.95,1.25
19.38,-2.88,11.37,0.42,0.93,0.62
18.75,-2.53,11.85,0.74,0.94,0.07
16.77,-1.25,11.60,1.15,1.15,0.24
17.16,-1.03,11.14,1.44,1.20,0.35
17.08,-0.45,10.36,1.51,1.00,-0.03
15.50,0.35,9.50,1.44,0.72,-0.40
13.75,0.83,8.63,1.25,0.38,-0.62
12.59,1.00,7.86,0.99,-0.01,-0.81
11.75,1.13,7.25,0.71,-0.36,-0.99
11.14,1.11,7.03,0.50,-0.63,-1.17
10.50,1.02,6.82,0.35,-0.87,-1.38
9.74,0.91,6.63,0.22,-1.11,-1.58
9.06,0.70,6.42,0.07,-1.39,-1.75
8.40,0.72,5.91,-0.18,-1.73,-1.90
7.75,0.84,5.83,-0.52,-2.15,-1.99
7.67,0.68,5.86,-0.77,-2.53,-2.02
8.68,-0.28,6.55,-0.78,-2.73,-2.12
9.74,-1.31,6.18,-0.48,-2.59,-2.40
9.67,-1.64,5.72,-0.21,-2.38,-2.77
9.17,-1.43,5.34,0.02,-2.16,-3.13
8.68,-1.16,5.05,0.20,-1.96,-3.47
8.09,-0.89,4.72,0.39,-1.71,-3.78
7.40,-0.52,4.17,0.60,-1.37,-4.03
6.60,-0.03,3.69,0.82,-0.95,-4.21
5.68,0.60,3.12,1.04,-0.54,-4.31
4.79,1.25,2.45,1.22,-0.16,-4.36
4.08,1.75,1.72,1.37,0.20,-4.37
3.58,2.14,0.99,1.51,0.62,-4.37
3.04,2.52,0.57,1.66,1.06,-4.34
2.15,3.08,0.47,1.78,1.32,-4.29
1.00,3.84,0.37,1.79,1.29,-4.22
-0.02,4.69,0.23,1.69,1.01,-4.15
-0.48,5.39,-0.00,1.50,0.62,-4.06
-0.50,5.77,-0.38,1.31,0.32,-3.99
-0.40,5.86,-0.93,1.15,0.22,-3.94
-0.31,5.76,-1.46,1.04,0.35,-3.93
-0.62,5.75,-1.75,1.00,0.59,-3.95
-1.64,5.91,-1.65,0.91,0.63,-3.98
-3.18,6.11,-1.34,0.75,0.36,-3.98
-4.68,6.29,-1.56,0.52,-0.09,-3.95
-5.43,6.12,-1.96,0.27,-0.54,-3.89
-5.43,5.80,-2.52,0.06,-0.80,-3.85
-5.05,5.50,-2.82,-0.10,-0.84,-3.82
-4.58,5.19,-3.09,-0.17,-0.66,-3.76
-4.36,4.74,-3.06,-0.15,-0.35,-3.73
-5.11,4.39,-2.86,-0.12,-0.11,-3.72
-6.53,4.25,-2.54,-0.14,-0.05,-3.68
-7.46,4.07,-2.39,-0.22,-0.09,-3.63
-7.62,3.78,-2.49,-0.29,-0.11,-3.62
-7.55,3.40,-2.54,-0.31,-0.02,-3.65
-7.92,3.00,-2.41,-0.18,0.29,-3.68
-9.13,2.85,-2.02,0.08,0.71,-3.63
-11.18,3.14,-1.36,0.31,0.92,-3.46
-13.40,3.84,-0.96,0.43,0.83,-3.18
-14.69,4.57,-1.01,0.44,0.55,-2.84
-14.61,5.09,-1.50,0.39,0.26,-2.54
-13.70,5.30,-2.19,0.36,0.14,-2.30
-12.82,5.37,-2.73,0.39,0.29,-2.11
-12.46,5.55,-2.94,0.47,0.61,-1.92
-12.65,5.88,-2.78,0.54,0.89,-1.70
-13.22,6.30,-2.73,0.54,0.96,-1.45
-13.63,6.65,-2.80,0.46,0.83,-1.18
-13.63,6.88,-2.91,0.35,0.60,-0.93
-13.35,7.00,-3.00,0.22,0.39,-0.72
-13.04,7.04,-2.97,0.10,0.25,-0.55
-12.95,7.03,-2.98,-0.01,0.18,-0.41
-13.08,7.03,-2.94,-0.10,0.15,-0.27
-13.41,7.08,-2.86,-0.17,0.14,-0.08
-13.91,7.19,-2.82,-0.24,0.08,0.15
-14.40,7.27,-2.87,-0.30,-0.00,0.41
-14.73,7.19,-3.00,-0.35,-0.07,0.68
-14.80,7.04,-3.10,-0.41,-0.10,0.93
-14.81,6.99,-3.18,-0.45,-0.07,1.17
-14.85,7.02,-3.11,-0.48,-0.02,1.41
-15.04,7.09,-3.11,-0.54,-0.01,1.68
-15.26,7.04,-3.11,-0.61,-0.02,1.99
-15.28,6.85,-3.03,-0.69,-0.02,2.31
-15.03,6.63,-2.88,-0.78,-0.02,2.63
-14.57,6.46,-2.53,-0.86,-0.01,2.91
-14.03,6.39,-2.11,-0.93,-0.03,3.15
-13.41,6.34,-1.72,-0.98,-0.08,3.35
-12.66,6.32,-1.29,-1.02,-0.18,3.51
-11.84,6.35,-1.02,-1.04,-0.31,3.65
-10.86,6.41,-0.86,-1.03,-0.44,3.77
-9.71,6.43,-0.71,-0.98,-0.53,3.85
-8.58,6.39,-0.56,-0.90,-0.56,3.88
-7.65,6.36,-0.55,-0.79,-0.57,3.87
-6.94,6.32,-0.64,-0.67,-0.52,3.84
-6.35,6.27,-0.86,-0.56,-0.42,3.80
-5.82,6.17,-1.13,-0.45,-0.28,3.77
-5.37,5.98,-1.30,-0.35,-0.11,3.73
-5.17,5.69,-1.42,-0.27,0.07,3.71
-5.24,5.30,-1.44,-0.22,0.23,3.72
-5.39,4.83,-1.38,-0.23,0.31,3.78
-5.46,4.26,-1.45,-0.29,0.32,3.86
-5.20,3.66,-1.60,-0.37,0.31,3.94
-4.57,3.11,-1.77,-0.49,0.31,4.01
-3.73,2.68,-1.80,-0.60,0.36,4.07
-2.84,2.40,-1.77,-0.69,0.44,4.13
-1.25,2.02,-1.76,-0.77,0.56,4.12
-0.11,1.80,-1.68,-0.84,0.72,3.97
0.32,1.77,-1.50,-0.91,0.88,3.81
-0.19,2.15,-1.46,-1.05,1.00,3.80
-0.33,2.06,-0.83,-1.29,0.98,4.06
0.18,1.88,-0.17,-1.47,0.88,4.23
1.02,1.60,0.27,-1.64,0.76,4.33
2.09,1.19,0.72,-1.77,0.68,4.36
3.22,0.84,1.23,-1.85,0.69,4.35
4.35,0.51,1.82,-1.90,0.76,4.27
5.22,0.26,2.50,-1.91,0.84,4.13
5.75,-0.02,2.94,-1.91,0.90,3.95
5.88,-0.31,3.46,-1.90,0.94,3.76
5.81,-0.59,4.19,-1.88,0.94,3.61
5.80,-0.85,4.94,-1.87,0.87,3.50
6.07,-1.15,5.68,-1.87,0.73,3.43
6.67,-1.57,6.27,-1.85,0.59,3.34
7.41,-2.01,6.53,-1.78,0.54,3.21
8.11,-2.37,6.64,-1.66,0.60,3.03
8.69,-2.55,6.73,-1.51,0.75,2.84
9.07,-2.54,6.88,-1.36,0.95,2.64
9.16,-2.44,7.31,-1.24,1.09,2.45
9.16,-2.48,8.05,-1.17,1.10,2.30
9.40,-2.69,8.83,-1.14,0.96,2.16
9.79,-2.75,9.39,-1.14,0.75,2.03
10.41,-3.00,9.78,-1.13,0.50,1.91
11.20,-3.36,9.95,-1.08,0.28,1.75
12.17,-3.72,10.03,-1.00,0.14,1.56
13.15,-4.00,10.22,-0.89,0.07,1.32
13.94,-4.21,10.43,-0.71,0.07,1.03
14.29,-4.20,10.57,-0.51,0.12,0.70
14.13,-3.95,10.60,-0.31,0.15,0.38
13.73,-3.68,10.63,-0.15,0.11,0.09
13.43,-3.54,10.62,-0.04,-0.01,-0.19
13.31,-3.47,10.50,0.06,-0.14,-0.47
13.25,-3.38,10.20,0.19,-0.22,-0.75
13.09,-3.24,9.74,0.33,-0.22,-1.04
12.73,-3.08,9.30,0.49,-0.16,-1.32
12.14,-2.89,8.95,0.66,-0.09,-1.58
11.43,-2.72,8.67,0.81,-0.02,-1.80
10.66,-2.56,8.44,0.95,0.01,-2.00
9.86,-2.44,8.26,1.07,0.00,-2.17
9.05,-2.35,7.99,1.19,-0.05,-2.31
8.40,-2.21,7.61,1.27,-0.14,-2.40
8.13,-2.01,7.23,1.32,-0.22,-2.48
8.03,-1.73,6.87,1.37,-0.26,-2.56
7.83,-1.39,6.50,1.44,-0.25,-2.66
7.49,-1.04,6.07,1.52,-0.19,-2.76
7.05,-0.72,5.85,1.61,-0.12,-2.83
6.67,-0.39,5.64,1.71,-0.03,-2.87
6.34,-0.07,5.44,1.78,0.03,-2.91
6.02,0.23,5.22,1.84,0.09,-2.95
5.70,0.50,4.87,1.89,0.14,-3.00
5.39,0.71,4.41,1.93,0.22,-3.05
aX,aY,aZ,gX,gY,gZ
-12.58,5.59,-0.41,-0.59,-0.46,-2.44
-12.69,6.11,-0.03,-0.47,-0.31,-2.25
-12.81,6.72,0.30,-0.31,-0.14,-2.10
-13.00,7.38,0.61,-0.12,0.04,-2.00
-13.31,7.91,0.97,0.09,0.25,-1.94
-13.79,8.19,1.15,0.32,0.46,-1.86
-14.28,8.18,0.97,0.50,0.60,-1.86
-15.17,8.31,0.59,0.63,0.69,-1.80
-15.62,8.52,0.26,0.86,0.86,-1.72
-16.36,9.14,-0.48,0.87,0.88,-1.56
-17.05,9.27,-0.39,0.78,0.73,-1.33
-17.52,9.20,-0.52,0.80,0.71,-1.09
-17.72,9.08,-0.86,0.81,0.65,-0.86
-17.95,9.06,-1.27,0.77,0.53,-0.63
-18.05,8.93,-1.66,0.69,0.38,-0.38
-17.84,8.58,-2.00,0.58,0.27,-0.09
-17.41,8.10,-2.31,0.48,0.22,0.20
-17.01,7.56,-2.62,0.41,0.26,0.50
-16.62,6.98,-2.86,0.37,0.34,0.77
-16.24,6.48,-3.05,0.32,0.41,1.02
-15.95,6.07,-3.23,0.26,0.42,1.24
-15.66,5.65,-3.46,0.16,0.36,1.46
-15.16,5.12,-3.65,0.05,0.27,1.66
-14.55,4.58,-3.75,-0.07,0.21,1.82
-13.90,4.09,-3.72,-0.18,0.18,1.96
-13.27,3.72,-3.62,-0.27,0.17,2.07
-12.72,3.48,-3.53,-0.36,0.18,2.15
-12.23,3.24,-3.46,-0.44,0.19,2.22
-11.79,2.95,-3.37,-0.51,0.18,2.26
-11.32,2.65,-3.22,-0.59,0.17,2.29
-10.79,2.42,-3.10,-0.66,0.15,2.30
-10.22,2.32,-2.90,-0.72,0.15,2.31
-9.60,2.30,-2.72,-0.77,0.17,2.31
-9.01,2.30,-2.56,-0.81,0.21,2.31
-8.57,2.30,-2.35,-0.81,0.30,2.31
-8.32,2.32,-2.23,-0.81,0.38,2.33
-8.18,2.38,-2.09,-0.80,0.47,2.37
