MPU_Index,aX,aY,aZ,gX,gY,gZ
0,-10.92,-2.89,-3.28,-1.53,1.65,2.98
1,-2.32,3.87,-10.66,3.30,-1.42,-1.40
0,-10.47,-2.22,-3.05,-1.45,1.26,3.62
1,-2.76,2.90,-9.74,3.86,-0.98,-1.38
0,-9.41,-1.48,-4.19,-1.51,0.94,4.13
1,-2.49,2.15,-8.21,4.30,-0.80,-1.47
0,-8.07,-1.66,-3.86,-1.56,0.83,4.37
1,-1.86,1.99,-7.18,4.37,-0.73,-1.41
0,-7.43,-1.01,-3.50,-1.44,0.77,4.37
1,-2.12,1.40,-6.66,4.37,-0.59,-1.35
0,-6.69,-0.45,-3.11,-1.47,0.49,4.37
1,-2.36,0.80,-5.41,4.37,-0.17,-1.41
0,-5.54,-0.34,-3.57,-1.53,0.09,4.37
1,-2.60,0.74,-4.54,4.37,0.12,-1.46
0,-4.92,-0.25,-3.88,-1.57,-0.15,4.37
1,-2.49,0.47,-3.43,4.37,0.35,-1.52
0,-3.52,0.07,-3.38,-1.63,-0.40,4.37
1,-1.81,0.23,-1.64,4.37,0.62,-1.53
0,-1.59,0.39,-2.50,-1.61,-0.67,4.37
1,-0.97,-0.09,0.68,4.37,0.88,-1.47
0,0.29,0.50,-2.13,-1.51,-0.87,4.37
1,-0.54,-0.46,2.21,4.37,1.04,-1.36
0,1.59,0.96,-1.75,-1.38,-1.01,4.37
1,-0.15,-1.21,3.40,4.37,1.18,-1.23
0,2.64,1.77,-1.56,-1.27,-1.12,4.37
1,-0.06,-2.13,4.52,4.37,1.28,-1.15
0,3.81,3.02,-1.20,-1.22,-1.28,4.37
1,0.31,-2.87,6.68,4.37,1.52,-1.12
0,7.31,3.81,0.28,-1.16,-1.56,4.37
1,2.16,-3.73,11.48,4.37,1.87,-0.96
0,11.93,4.63,2.85,-0.89,-2.01,4.37
1,3.57,-5.64,15.78,4.37,2.41,-0.64
0,15.27,6.98,3.47,-0.61,-2.60,4.37
1,2.66,-8.51,18.38,4.37,3.11,-0.49
0,17.12,9.01,2.80,-0.52,-3.38,4.37
1,1.16,-10.64,19.42,4.37,3.89,-0.43
0,17.75,9.76,0.25,-0.52,-4.08,4.37
1,-0.41,-11.20,19.61,4.37,4.37,-0.50
0,19.45,8.82,-2.40,-0.61,-4.33,4.37
1,-1.20,-11.87,19.61,3.97,4.27,-0.62
0,19.61,8.02,-5.35,-0.76,-3.74,3.07
1,-1.93,-12.63,19.61,1.92,3.24,-0.80
0,19.61,7.19,-7.59,-0.93,-2.37,0.76
1,-2.49,-12.04,19.61,-0.46,1.59,-0.98
0,19.61,6.72,-8.70,-1.10,-0.58,-1.53
1,-2.73,-10.67,19.61,-2.57,-0.38,-1.14
0,19.61,6.02,-7.90,-1.23,1.30,-3.39
1,-2.28,-8.83,19.61,-4.22,-1.89,-1.20
0,18.07,5.24,-4.52,-1.22,2.28,-4.37
1,-0.87,-7.44,17.81,-4.37,-2.43,-1.17
0,15.27,4.70,-1.00,-1.12,2.55,-4.37
1,1.30,-6.24,15.33,-4.37,-2.53,-1.02
0,11.87,4.09,1.97,-0.97,2.43,-4.37
1,2.93,-5.05,11.91,-4.37,-2.23,-0.88
0,8.04,3.85,3.71,-0.78,2.04,-4.37
1,4.10,-4.13,8.34,-4.37,-1.83,-0.66
0,4.56,3.82,4.02,-0.55,1.68,-4.37
1,4.17,-3.43,5.09,-4.37,-1.50,-0.48
0,1.82,4.07,3.63,-0.46,1.31,-4.37
1,3.19,-2.88,2.75,-4.37,-1.03,-0.46
0,0.84,2.62,2.39,-0.46,0.89,-4.37
1,3.03,-1.94,2.35,-4.37,-0.80,-0.49
0,0.71,1.21,1.25,-0.52,0.91,-4.37
1,3.20,-1.14,2.30,-4.37,-1.07,-0.56
0,0.11,-0.74,0.28,-0.59,1.43,-4.37
1,3.44,-0.16,1.38,-4.37,-1.86,-0.58
0,-2.15,-1.80,-0.23,-0.53,2.36,-4.37
1,2.90,1.14,-1.19,-4.37,-2.81,-0.45
0,-4.86,-2.69,-0.08,-0.33,3.13,-4.37
1,1.83,1.82,-3.05,-4.37,-3.22,-0.17
0,-11.41,-6.16,-2.94,0.73,3.63,-4.37
1,1.25,7.54,-10.10,-4.37,-4.12,0.86
0,-14.73,-6.55,-2.03,1.12,4.37,-4.37
1,0.40,8.19,-14.84,-4.37,-4.37,1.45
0,-18.88,-4.86,-0.65,1.81,4.22,-4.37
1,-0.98,8.19,-18.60,-4.37,-3.76,2.10
0,-19.61,-3.20,0.22,2.44,3.14,-4.37
1,-1.16,10.04,-19.61,-3.69,-2.22,2.87
0,-19.61,-4.42,1.25,3.46,1.35,-2.16
1,-2.63,12.99,-19.61,-0.76,-0.27,4.07
0,-19.12,-8.46,-0.82,4.37,-0.60,0.83
1,-6.63,17.07,-18.94,2.00,1.75,4.37
0,-17.64,-15.11,-6.79,4.37,-2.29,3.03
1,-10.88,19.22,-16.42,3.49,2.86,4.37
0,-15.36,-19.61,-14.22,4.37,-2.70,3.70
1,-13.30,18.84,-13.71,3.30,2.40,4.37
0,-12.90,-19.61,-19.61,3.51,-1.32,2.76
1,-12.96,17.20,-13.36,1.85,0.29,2.42
0,-13.37,-19.61,-19.61,1.21,1.05,0.98
1,-12.36,15.76,-14.60,-0.12,-2.05,0.02
0,-14.86,-18.32,-18.76,-1.21,3.02,-0.95
1,-12.01,13.81,-15.92,-1.46,-3.61,-2.13
0,-16.18,-14.35,-12.87,-2.92,3.80,-1.55
1,-9.43,13.73,-16.20,-1.31,-3.65,-3.29
0,-15.66,-10.65,-7.72,-3.66,3.26,-0.72
1,-7.39,12.14,-15.08,0.02,-2.71,-3.68
0,-13.63,-7.94,-5.25,-3.81,2.10,0.82
1,-5.60,9.93,-12.69,1.51,-1.44,-3.62
0,-10.85,-6.79,-4.46,-3.55,0.92,2.07
1,-4.44,7.99,-9.86,2.44,-0.48,-3.22
0,-8.62,-6.52,-4.77,-3.12,0.23,2.68
1,-3.75,6.81,-8.19,2.84,0.02,-2.90
0,-7.81,-5.63,-4.99,-2.98,-0.08,3.04
1,-2.93,6.39,-7.97,3.27,0.15,-2.95
0,-7.97,-4.44,-4.68,-3.17,-0.06,3.59
1,-1.88,4.91,-7.74,3.89,0.11,-3.21
0,-7.80,-2.70,-3.08,-3.43,-0.11,4.20
1,-0.89,3.09,-7.30,4.37,0.24,-3.39
0,-7.43,-1.39,-2.59,-3.50,-0.22,4.37
1,-0.57,1.51,-6.45,4.37,0.34,-3.29
0,-6.62,-0.66,-2.31,-3.24,-0.37,4.37
1,-0.86,0.51,-5.59,4.37,0.56,-2.93
0,-5.85,-0.00,-2.27,-2.81,-0.62,4.37
1,-0.83,0.20,-5.03,4.37,0.79,-2.49
0,-5.51,0.60,-2.64,-2.42,-0.79,4.37
1,-1.12,-0.17,-4.54,4.37,0.91,-2.21
0,-4.91,0.91,-3.11,-2.25,-0.84,4.37
1,-1.05,-0.89,-3.55,4.37,0.89,-2.10
0,-3.90,1.10,-3.24,-2.18,-0.77,4.37
1,-0.93,-1.62,-2.49,4.37,0.79,-2.06
0,-3.09,1.64,-3.02,-2.10,-0.62,4.37
1,-0.75,-2.32,-2.16,4.37,0.65,-1.94
0,-2.85,2.35,-2.83,-1.98,-0.58,4.37
1,-1.12,-2.71,-1.87,4.37,0.66,-1.86
0,-2.34,2.54,-3.37,-1.92,-0.52,4.37
1,-0.79,-2.58,-1.20,4.37,0.50,-1.74
0,-1.66,2.32,-2.80,-1.74,-0.30,4.37
1,-0.29,-2.63,-0.60,4.37,0.30,-1.56
0,-0.89,2.58,-1.88,-1.55,-0.20,4.37
1,-0.52,-2.73,0.30,4.37,0.36,-1.36
0,-0.08,2.81,-2.02,-1.39,-0.37,4.37
1,-1.03,-2.36,1.06,4.37,0.56,-1.27
0,0.97,2.41,-2.28,-1.35,-0.59,4.37
1,-0.75,-1.87,2.35,4.37,0.77,-1.27
0,2.49,2.38,-1.80,-1.36,-0.71,4.37
1,0.52,-2.07,4.23,4.37,0.79,-1.27
0,4.14,3.28,-0.58,-1.36,-0.67,4.37
1,2.17,-3.11,6.64,4.37,0.75,-1.26
0,7.05,4.44,1.59,-1.30,-0.65,4.37
1,4.17,-5.04,10.28,4.37,0.75,-1.12
0,10.63,5.64,3.68,-1.09,-0.66,4.37
1,6.19,-6.94,13.71,4.37,0.74,-0.83
0,14.54,7.27,5.41,-0.70,-0.55,4.37
1,7.67,-9.81,17.79,4.37,0.48,-0.41
0,18.25,9.63,5.39,-0.31,-0.21,4.37
1,6.78,-13.03,19.61,4.08,0.15,-0.08
0,19.61,11.48,3.85,-0.06,0.09,3.41
1,4.39,-16.43,19.61,2.48,-0.09,0.04
0,19.61,12.92,1.77,0.07,0.24,1.50
1,1.72,-17.70,19.61,0.46,-0.18,0.19
0,19.61,13.50,-0.72,0.25,0.26,-0.41
1,-0.31,-16.49,19.61,-1.22,-0.20,0.37
0,19.61,13.13,-2.66,0.41,0.32,-1.79
1,-1.38,-14.69,19.61,-2.35,-0.31,0.47
0,19.61,12.22,-2.89,0.47,0.44,-2.72
1,-0.28,-12.85,19.61,-3.14,-0.41,0.49
0,18.27,10.87,-0.52,0.50,0.42,-3.40
1,1.03,-11.36,17.15,-3.75,-0.20,0.52
0,15.03,9.73,1.96,0.56,0.01,-3.91
1,2.80,-9.67,14.00,-4.11,0.36,0.63
0,12.11,8.82,3.66,0.71,-0.62,-4.14
1,3.81,-8.26,11.29,-4.24,1.02,0.76
0,9.26,7.94,4.07,0.85,-1.24,-4.14
1,3.91,-6.91,8.71,-4.15,1.61,0.89
0,6.93,6.87,3.47,0.95,-1.75,-3.95
1,3.34,-5.66,6.85,-3.89,2.05,0.94
0,5.82,5.81,2.02,0.91,-2.11,-3.69
1,2.40,-4.89,6.15,-3.68,2.29,0.82
0,5.36,4.49,0.87,0.73,-2.25,-3.58
1,1.63,-4.19,5.73,-3.68,2.34,0.61
0,4.76,3.62,-0.29,0.53,-2.23,-3.68
1,0.89,-3.85,5.06,-3.86,2.20,0.42
0,4.05,2.71,-1.83,0.33,-1.94,-3.97
1,0.65,-3.31,4.24,-4.30,1.77,0.26
0,3.01,1.53,-2.56,0.24,-1.40,-4.37
1,0.25,-2.40,3.01,-4.37,1.16,0.25
0,1.30,0.40,-2.51,0.31,-0.83,-4.37
1,-0.05,-1.21,1.24,-4.37,0.69,0.36
0,-0.43,-0.26,-2.40,0.44,-0.48,-4.37
1,-0.45,-0.30,-0.30,-4.37,0.46,0.47
0,-2.16,-1.87,-1.96,0.51,-0.45,-4.37
1,-1.21,0.80,-1.20,-4.37,0.55,0.47
0,-2.24,-2.52,-3.40,0.41,-0.48,-4.37
1,-0.87,1.18,-0.95,-4.37,0.35,0.29
0,-3.06,-2.51,-4.01,0.25,0.10,-4.37
1,-0.06,2.42,-1.99,-4.37,-0.53,0.20
0,-4.75,-3.66,-3.63,0.20,1.05,-4.37
1,0.22,3.49,-3.85,-4.37,-1.46,0.15
0,-6.98,-4.37,-3.22,0.12,1.86,-4.37
1,-0.07,4.08,-5.79,-4.37,-2.19,0.05
0,-8.67,-4.07,-3.24,-0.02,2.52,-4.37
1,-0.37,4.18,-7.07,-4.37,-2.73,-0.06
0,-10.07,-4.51,-1.75,-0.04,2.82,-4.37
1,-0.25,5.12,-8.91,-4.37,-2.75,0.07
0,-12.29,-4.92,-0.94,0.23,2.61,-4.37
1,-0.45,6.71,-11.93,-4.37,-2.29,0.43
0,-15.14,-4.69,-0.94,0.75,1.98,-4.37
1,-1.54,8.46,-16.02,-4.37,-1.56,1.15
0,-18.68,-5.13,-0.83,1.60,1.00,-4.37
1,-3.57,10.90,-19.61,-4.14,-0.12,2.01
0,-19.61,-6.55,-1.70,2.43,-0.68,-2.84
1,-5.23,13.60,-19.61,-1.66,1.69,2.79
0,-19.61,-9.27,-4.22,3.08,-2.39,-0.35
1,-7.22,14.90,-19.61,0.64,3.17,3.16
0,-19.61,-11.89,-8.83,3.12,-3.35,1.56
1,-8.79,14.37,-19.61,1.98,3.51,2.93
0,-19.61,-14.13,-12.42,2.66,-3.10,2.22
1,-9.00,13.28,-19.61,2.04,2.76,2.24
0,-19.56,-14.16,-13.84,1.67,-2.02,1.88
1,-8.21,11.67,-19.44,1.57,1.37,0.99
0,-18.83,-11.61,-13.10,0.21,-0.51,1.44
1,-7.04,9.77,-18.96,1.26,-0.06,-0.44
0,-18.29,-9.52,-10.76,-1.07,0.68,1.24
1,-5.58,8.61,-18.48,1.23,-1.06,-1.42
0,-17.59,-7.66,-8.15,-1.73,1.46,1.36
1,-4.36,7.50,-17.29,1.50,-1.60,-1.77
0,-15.86,-6.29,-5.83,-1.90,1.72,1.71
1,-3.27,6.61,-14.83,1.86,-1.67,-1.82
0,-13.41,-5.57,-4.65,-1.90,1.70,2.08
1,-3.03,6.05,-12.79,2.25,-1.59,-1.81
0,-11.74,-4.98,-3.90,-1.87,1.53,2.47
1,-3.17,5.48,-11.46,2.62,-1.24,-1.75
0,-10.69,-4.52,-3.74,-1.80,1.02,2.85
1,-3.65,5.07,-10.35,3.05,-0.65,-1.73
0,-9.54,-3.72,-4.24,-1.86,0.42,3.31
1,-3.62,4.51,-9.01,3.52,-0.10,-1.85
0,-8.43,-3.01,-4.34,-2.02,0.02,3.79
1,-2.15,3.76,-7.89,4.03,0.09,-2.00
0,-7.59,-2.08,-3.58,-2.15,0.01,4.31
1,-0.96,2.27,-6.77,4.37,-0.01,-2.09
0,-6.79,-1.18,-2.73,-2.21,0.15,4.37
1,-0.43,0.81,-5.87,4.37,-0.10,-2.12
0,-5.82,-0.13,-2.21,-2.23,0.17,4.37
1,-0.17,-0.30,-4.89,4.37,-0.10,-2.11
0,-4.90,0.65,-1.70,-2.17,0.13,4.37
1,0.10,-0.90,-4.04,4.37,0.02,-2.01
0,-4.29,1.02,-1.04,-2.02,-0.06,4.37
1,0.42,-1.26,-3.29,4.37,0.21,-1.83
0,-3.54,1.63,-1.25,-1.85,-0.15,4.37
1,0.40,-2.18,-2.45,4.37,0.27,-1.69
0,-2.71,2.27,-1.35,-1.71,-0.21,4.37
1,0.12,-2.93,-1.74,4.37,0.32,-1.58
0,-2.23,2.84,-1.74,-1.65,-0.23,4.37
1,0.02,-3.26,-1.69,4.37,0.29,-1.55
0,-2.08,3.33,-1.58,-1.63,-0.20,4.37
1,0.32,-3.50,-1.18,4.37,0.33,-1.52
0,-1.41,3.86,-0.70,-1.57,-0.30,4.37
1,0.84,-3.87,-0.41,4.37,0.48,-1.43
0,-0.57,4.48,0.10,-1.44,-0.51,4.37
1,1.31,-4.28,0.41,4.37,0.76,-1.24
0,-0.07,4.97,0.92,-1.19,-0.89,4.37
1,1.28,-4.27,0.74,4.37,1.25,-0.96
0,-0.05,5.08,0.58,-0.91,-1.39,4.37
1,0.96,-3.84,1.24,4.37,1.69,-0.74
0,0.47,4.57,-0.21,-0.78,-1.72,4.37
1,0.96,-3.64,2.35,4.37,1.85,-0.70
0,2.27,4.32,-1.01,-0.83,-1.65,4.37
1,2.29,-4.32,5.24,4.37,1.50,-0.82
0,5.71,4.78,0.10,-0.94,-1.04,4.37
1,5.10,-5.92,9.51,4.37,0.75,-0.83
0,10.72,6.11,3.44,-0.79,-0.26,4.37
1,7.53,-8.60,14.08,4.37,0.02,-0.52
0,14.29,7.99,5.52,-0.38,0.34,4.37
1,7.83,-10.89,16.85,4.29,-0.48,-0.12
0,17.64,9.67,5.58,-0.08,0.75,3.80
1,6.77,-13.64,19.61,3.12,-0.80,0.03
0,19.61,11.64,4.19,-0.05,0.99,2.43
1,5.11,-16.12,19.61,1.59,-1.01,-0.03
0,19.61,13.12,3.14,-0.09,1.14,0.77
1,3.78,-17.40,19.61,-0.12,-1.07,-0.05
0,5.22,4.94,0.94,0.66,-1.59,-3.32
1,2.72,-5.44,5.14,-3.49,1.57,0.58
0,4.08,5.06,0.62,0.56,-1.40,-3.52
1,2.30,-5.47,4.14,-3.71,1.44,0.60
0,2.85,4.75,1.05,0.76,-1.36,-3.74
1,2.29,-4.97,2.80,-3.87,1.52,0.94
0,1.57,4.86,1.34,1.12,-1.59,-3.79
1,1.57,-4.35,1.48,-3.82,1.92,1.23
0,0.85,4.18,1.44,1.35,-2.16,-3.69
1,1.48,-4.01,1.51,-3.68,2.56,1.35
0,1.44,4.53,1.52,1.31,-2.79,-3.54
1,1.90,-4.37,2.20,-3.54,3.17,1.18
0,1.29,4.21,1.69,1.10,-3.27,-3.39
1,2.66,-3.81,1.85,-3.45,3.50,0.98
0,0.90,2.64,1.50,0.92,-3.48,-3.47
1,2.97,-2.91,1.65,-3.75,3.53,0.80
0,0.59,0.60,0.41,0.71,-3.21,-4.00
1,3.82,-1.70,0.74,-4.37,2.92,0.59
0,-1.62,-0.94,-0.15,0.49,-2.31,-4.37
1,4.18,0.22,-2.39,-4.37,1.67,0.31
0,-5.16,-2.75,-1.61,0.12,-0.77,-4.37
1,4.03,1.33,-5.84,-4.37,-0.05,-0.09
0,-8.72,-3.57,-1.84,-0.32,0.95,-4.37
1,3.63,1.62,-8.39,-4.37,-1.77,-0.55
0,-11.41,-3.74,-0.57,-0.73,2.49,-4.37
1,3.56,2.24,-11.50,-4.37,-2.94,-0.75
0,-15.83,-2.95,1.37,-0.62,3.21,-4.37
1,3.13,3.70,-16.45,-4.37,-3.20,-0.34
0,-19.61,-1.82,2.32,-0.02,2.98,-4.37
1,0.80,6.27,-19.61,-4.37,-2.54,0.31
0,-19.61,-2.83,-0.45,0.55,2.13,-4.37
1,-1.91,9.04,-19.61,-3.74,-1.65,0.73
0,-19.61,-4.23,-3.13,0.83,1.35,-2.46
1,-4.33,9.84,-19.61,-1.34,-0.97,0.89
0,-19.61,-5.37,-6.03,0.83,0.78,-0.29
1,-6.14,8.45,-19.61,0.42,-0.59,0.79
0,-19.61,-5.73,-8.72,0.74,0.63,0.98
1,-7.77,6.58,-19.61,1.21,-0.50,0.67
0,-19.61,-5.13,-10.12,0.43,0.63,1.44
1,-7.61,5.10,-19.61,1.46,-0.69,0.31
0,-19.61,-4.80,-10.44,0.04,0.93,1.50
1,-7.75,3.96,-19.53,1.43,-1.05,-0.16
0,-17.58,-3.66,-10.41,-0.52,1.30,1.44
1,-7.42,2.98,-16.78,1.41,-1.39,-0.81
0,-15.18,-2.47,-8.71,-1.21,1.55,1.48
1,-5.58,2.12,-14.34,1.49,-1.53,-1.39
0,-12.97,-1.45,-6.51,-1.63,1.59,1.57
1,-3.84,1.30,-12.47,1.62,-1.54,-1.62
0,-11.34,-1.32,-4.41,-1.73,1.56,1.68
1,-2.08,1.18,-11.44,1.73,-1.54,-1.64
0,-11.33,-0.44,-3.40,-1.67,1.64,1.92
1,-1.67,1.09,-11.54,2.09,-1.55,-1.50
0,-11.31,0.13,-3.08,-1.51,1.51,2.36
1,-2.14,0.95,-11.20,2.61,-1.30,-1.37
0,-10.46,0.23,-3.18,-1.44,1.15,2.94
1,-2.75,1.05,-9.56,3.20,-0.86,-1.41
0,-8.67,0.06,-3.65,-1.57,0.75,3.52
1,-2.50,1.15,-7.44,3.75,-0.55,-1.53
0,-6.49,0.07,-3.74,-1.64,0.55,4.00
1,-1.98,0.44,-5.13,4.15,-0.41,-1.63
0,-4.87,0.24,-3.88,-1.78,0.46,4.27
1,-2.33,-0.17,-3.83,4.30,-0.34,-1.77
0,-3.74,0.31,-3.77,-1.92,0.35,4.34
1,-2.23,-0.43,-2.94,4.34,-0.19,-1.85
0,-2.92,0.64,-3.63,-1.94,0.17,4.37
1,-2.30,-0.73,-2.02,4.37,0.01,-1.86
0,-1.75,0.90,-3.60,-2.01,-0.02,4.37
1,-1.98,-1.18,-0.55,4.34,0.18,-2.01
0,-0.27,1.07,-3.47,-2.22,-0.13,4.29
1,-1.09,-1.75,0.87,4.15,0.18,-2.21
0,0.98,1.44,-2.74,-2.37,-0.04,4.05
1,0.18,-2.31,1.85,3.89,0.01,-2.30
0,1.59,2.37,-1.57,-2.38,0.20,3.79
1,1.28,-3.29,1.70,3.70,-0.19,-2.21
0,0.97,4.15,0.35,-2.24,0.18,3.74
1,1.99,-4.22,1.23,3.81,0.03,-2.06
0,0.83,5.41,1.86,-2.04,-0.18,3.97
1,2.64,-4.73,1.49,4.12,0.54,-1.83
0,1.24,6.04,2.73,-1.75,-0.80,4.36
1,2.71,-4.94,2.52,4.37,1.30,-1.51
0,3.05,6.22,3.84,-1.42,-1.57,4.37
1,4.78,-5.25,5.69,4.37,2.00,-1.14
0,6.45,6.99,5.92,-1.00,-2.19,4.37
1,6.84,-6.98,9.45,4.37,2.60,-0.70
0,9.43,8.64,7.74,-0.53,-2.72,4.37
1,8.60,-8.63,11.88,4.37,2.97,-0.27
0,11.78,10.48,7.30,-0.27,-2.87,4.37
1,8.17,-11.11,14.68,4.37,2.93,-0.26
0,14.77,11.04,5.26,-0.32,-2.54,4.37
1,7.65,-12.94,19.00,4.37,2.29,-0.14
0,19.61,10.26,2.70,-0.11,-1.70,4.37
1,5.02,-15.53,19.61,3.29,1.32,0.01
0,19.61,10.18,-0.22,-0.01,-0.67,2.10
1,2.39,-15.11,19.61,0.91,0.30,0.09
0,19.61,10.46,-1.55,0.18,0.16,-0.01
1,0.20,-14.01,19.61,-0.85,-0.35,0.35
0,19.61,11.28,-2.45,0.44,0.57,-1.46
1,-0.97,-13.52,19.61,-2.05,-0.53,0.54
0,19.61,11.25,-1.43,0.58,0.52,-2.43
1,-0.29,-12.28,19.61,-2.83,-0.22,0.64
0,18.23,10.56,0.38,0.68,-0.00,-3.03
1,1.02,-10.95,17.82,-3.32,0.38,0.73
0,16.72,9.32,1.72,0.81,-0.55,-3.50
1,2.72,-9.64,16.56,-3.80,0.76,0.88
0,15.00,7.72,1.62,0.93,-0.74,-3.98
1,2.59,-8.08,14.77,-4.32,0.80,0.91
0,13.14,6.04,0.44,0.87,-0.68,-4.37
1,1.65,-6.59,13.30,-4.37,0.72,0.79
0,11.22,4.47,0.04,0.73,-0.61,-4.37
1,1.53,-4.82,11.31,-4.37,0.68,0.66
0,8.88,3.74,0.47,0.65,-0.63,-4.37
1,1.65,-3.62,8.67,-4.37,0.76,0.63
0,6.02,3.29,0.88,0.65,-0.81,-4.37
1,1.94,-2.59,6.07,-4.37,0.96,0.67
0,3.94,2.69,0.90,0.75,-0.93,-4.37
1,2.21,-1.92,3.89,-4.37,1.05,0.83
0,1.48,1.72,1.16,0.96,-1.07,-4.37
1,2.20,-1.05,1.40,-4.37,1.21,1.08
0,-0.36,0.76,-0.03,1.23,-1.10,-4.37
1,1.50,-0.25,-0.67,-4.37,1.15,1.32
0,-2.38,-1.60,-0.33,1.43,-1.11,-4.37
1,0.60,0.54,-2.10,-4.37,1.17,1.42
0,-3.41,-1.90,-2.23,1.37,-1.02,-4.37
1,-0.07,0.73,-2.29,-4.37,0.93,1.21
0,-2.87,-1.66,-3.10,1.03,-0.57,-4.37
1,1.09,0.82,-1.20,-4.37,0.29,0.80
0,-1.90,-1.66,-0.29,0.66,0.08,-4.37
1,4.29,0.69,-0.48,-4.37,-0.26,0.57
0,-2.43,-0.84,3.81,0.72,0.44,-4.37
1,6.12,0.84,-1.93,-4.37,-0.33,0.97
0,-5.09,-0.67,6.94,1.36,0.12,-4.37
1,6.26,2.24,-6.46,-4.37,0.50,1.74
0,-9.57,-1.15,7.75,2.12,-1.25,-4.37
1,3.68,3.58,-10.56,-4.37,2.28,2.27
0,-13.29,-2.79,3.57,2.39,-2.90,-4.37
1,2.00,6.16,-14.62,-4.37,3.37,2.29
0,-18.91,-5.29,-0.74,2.15,-3.35,-4.32
1,1.19,8.68,-19.61,-3.76,3.26,1.72
0,-19.61,-6.09,-1.71,1.24,-2.78,-2.91
1,3.52,9.71,-19.61,-2.27,2.46,0.89
0,-19.61,-7.99,0.49,0.75,-1.98,-1.69
1,3.85,9.96,-19.61,-1.43,1.66,0.72
0,-19.61,-10.15,-0.39,0.71,-1.25,-1.20
1,1.87,11.29,-19.61,-1.13,1.00,0.79
0,-19.61,-10.03,-2.29,0.88,-0.58,-0.74
1,-0.05,12.26,-19.61,-0.21,0.35,0.91
0,-19.61,-8.98,-3.17,0.76,-0.06,0.57
1,-1.07,11.64,-19.61,1.28,-0.01,0.54
0,-19.61,-7.51,-4.57,0.14,0.35,2.07
1,-1.49,9.09,-19.61,2.60,-0.54,-0.19
0,-19.61,-6.59,-4.50,-0.57,0.92,2.99
1,-0.78,6.17,-19.61,3.10,-1.17,-0.70
0,-16.76,-5.32,-3.66,-0.85,1.60,3.15
1,0.20,3.91,-14.00,2.96,-1.85,-0.77
0,-12.25,-4.51,-2.63,-0.79,2.17,2.79
1,0.03,3.26,-10.85,2.57,-2.24,-0.66
0,-9.84,-3.44,-1.72,-0.67,2.38,2.50
1,0.72,3.05,-9.13,2.48,-2.45,-0.55
0,-8.83,-2.36,-1.19,-0.63,2.67,2.63
1,0.80,2.34,-8.45,2.76,-2.70,-0.59
0,-8.64,-0.49,-0.90,-0.73,2.76,3.03
1,0.31,1.23,-8.33,3.31,-2.58,-0.69
0,-8.62,0.30,-0.59,-0.77,2.46,3.68
1,-0.16,1.18,-7.84,3.98,-2.19,-0.67
0,-7.61,0.30,-1.31,-0.73,2.12,4.34
1,-0.65,1.01,-6.64,4.37,-1.92,-0.61
0,-6.81,-0.13,-1.98,-0.68,1.86,4.37
1,-1.14,1.04,-6.10,4.37,-1.70,-0.59
0,-6.72,-0.13,-2.59,-0.70,1.74,4.37
1,-1.08,0.83,-5.43,4.37,-1.66,-0.67
0,-5.91,-0.00,-2.88,-0.86,1.73,4.37
1,-1.38,0.12,-4.24,4.37,-1.63,-0.88
0,-4.60,0.26,-3.12,-1.08,1.65,4.37
1,-1.70,-0.25,-2.73,4.37,-1.48,-1.08
0,-3.12,0.32,-3.13,-1.24,1.48,4.37
1,-1.47,-0.28,-1.24,4.37,-1.30,-1.15
0,-1.20,0.02,-2.51,-1.22,1.31,4.37
1,-0.57,-0.47,1.18,4.37,-1.21,-1.07
0,1.33,0.51,-1.83,-1.13,1.31,4.37
1,0.23,-1.53,3.14,4.37,-1.26,-0.97
0,2.64,1.73,-0.87,-0.99,1.29,4.37
1,-0.08,-3.03,3.89,4.37,-1.05,-0.83
0,3.20,3.02,-0.37,-0.88,0.89,4.37
1,-0.06,-3.20,4.35,4.37,-0.52,-0.72
0,4.06,3.41,-0.11,-0.70,0.38,4.37
1,0.86,-3.24,5.96,4.37,-0.10,-0.48
0,5.90,3.69,0.38,-0.42,0.08,4.37
1,1.85,-3.51,8.13,4.37,0.03,-0.22
0,8.66,3.59,0.57,-0.19,0.19,4.37
1,3.56,-3.63,11.53,4.37,-0.36,-0.05
0,12.42,4.30,0.83,-0.16,0.85,4.37
1,5.16,-5.05,16.93,4.37,-1.27,-0.19
0,19.61,4.75,1.98,-0.45,1.87,4.37
1,5.23,-9.87,19.61,4.17,-2.24,-0.52
0,19.61,6.90,1.80,-0.71,2.64,3.04
1,2.68,-14.48,19.61,1.72,-2.66,-0.67
0,19.61,10.46,1.00,-0.72,2.58,0.47
1,-0.96,-15.89,19.61,-0.61,-2.07,-0.72
0,19.61,12.63,-0.40,-0.83,1.50,-1.24
1,-3.20,-13.92,19.61,-1.58,-0.79,-0.83
0,9.86,4.06,0.16,-0.21,-0.25,-4.37
1,1.57,-4.10,9.06,-4.37,0.36,-0.21
0,6.73,3.89,1.01,-0.20,-0.39,-4.37
1,1.84,-3.42,6.46,-4.37,0.57,-0.20
0,4.37,3.98,1.24,-0.23,-0.68,-4.37
1,1.25,-3.32,4.04,-4.37,0.95,-0.29
0,2.87,3.77,0.29,-0.36,-1.07,-4.37
1,1.06,-3.03,3.38,-4.37,1.20,-0.40
